Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_JAELTO010000014.1	44130	45329		minus	mandelate racemase/muconate lactonizing enzyme family protein			protein-coding			WP_198969654.1	mandelate racemase/muconate lactonizing enzyme family protein	399	JHD63_RS05070
NZ_JAELTO010000014.1	45334	46302		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198969655.1	tripartite tricarboxylate transporter substrate binding protein	322	JHD63_RS05075
NZ_JAELTO010000014.1	46442	47149		plus	FadR/GntR family transcriptional regulator			protein-coding			WP_233167643.1	FadR/GntR family transcriptional regulator	235	JHD63_RS05080
NZ_JAELTO010000014.1	47211	47744		minus	Hsp20/alpha crystallin family protein			protein-coding			WP_198969656.1	Hsp20/alpha crystallin family protein	177	JHD63_RS05085
NZ_JAELTO010000014.1	47796	48206		minus	Hsp20/alpha crystallin family protein			protein-coding			WP_198969657.1	Hsp20/alpha crystallin family protein	136	JHD63_RS05090
NZ_JAELTO010000014.1	48233	48685		minus	Hsp20/alpha crystallin family protein			protein-coding			WP_198969658.1	Hsp20/alpha crystallin family protein	150	JHD63_RS05095
NZ_JAELTO010000014.1	48883	49047		minus	hypothetical protein			protein-coding			WP_198969659.1	hypothetical protein	54	JHD63_RS05100
NZ_JAELTO010000014.1	49239	49820		minus	YigZ family protein			protein-coding			WP_233167652.1	YigZ family protein	193	JHD63_RS05105
NZ_JAELTO010000014.1	49850	51142		minus	tryptophan--tRNA ligase			protein-coding			WP_198969661.1	tryptophan--tRNA ligase	430	JHD63_RS05110
NZ_JAELTO010000014.1	51177	51851		minus	site-2 protease family protein			protein-coding			WP_233167655.1	site-2 protease family protein	224	JHD63_RS05115
NZ_JAELTO010000014.1	51877	52518		minus	L-threonylcarbamoyladenylate synthase			protein-coding			WP_198969663.1	L-threonylcarbamoyladenylate synthase	213	JHD63_RS05120
NZ_JAELTO010000014.1	52612	53442		minus	3',5'-nucleoside bisphosphate phosphatase			protein-coding			WP_233167657.1	3',5'-nucleoside bisphosphate phosphatase	276	JHD63_RS05125
NZ_JAELTO010000014.1	53680	55356		plus	methyl-accepting chemotaxis protein			protein-coding			WP_198969665.1	methyl-accepting chemotaxis protein	558	JHD63_RS05130
NZ_JAELTO010000014.1	55333	57054		minus	single-stranded-DNA-specific exonuclease RecJ	recJ		protein-coding			WP_198969666.1	single-stranded-DNA-specific exonuclease RecJ	573	JHD63_RS05135
NZ_JAELTO010000014.1	57051	57311		minus	hypothetical protein			protein-coding			WP_198969672.1	hypothetical protein	86	JHD63_RS05140
NZ_JAELTO010000014.1	57310	57500		plus	hypothetical protein			protein-coding			WP_198969673.1	hypothetical protein	64	JHD63_RS05145
NZ_JAELTO010000015.1	128	757		plus	uncharacterized gene			pseudogene						JHD63_RS05150
NZ_JAELTO010000015.1	791	1531		plus	LytTR family DNA-binding domain-containing protein			protein-coding			WP_198969675.1	LytTR family DNA-binding domain-containing protein	246	JHD63_RS05155
NZ_JAELTO010000015.1	1533	2453		minus	ZIP family metal transporter			protein-coding			WP_198969676.1	ZIP family metal transporter	306	JHD63_RS05160
NZ_JAELTO010000015.1	2587	3483		minus	dienelactone hydrolase family protein			protein-coding			WP_198969677.1	dienelactone hydrolase family protein	298	JHD63_RS05165
NZ_JAELTO010000015.1	3660	6503		minus	DNA polymerase I	polA		protein-coding			WP_198969678.1	DNA polymerase I	947	JHD63_RS05170
NZ_JAELTO010000015.1	6551	6901		plus	hypothetical protein			protein-coding			WP_198969679.1	hypothetical protein	116	JHD63_RS05175
NZ_JAELTO010000015.1	6957	7943		plus	homoserine kinase			protein-coding			WP_198969680.1	homoserine kinase	328	JHD63_RS05180
NZ_JAELTO010000015.1	7960	8808		plus	BPSS1780 family membrane protein			protein-coding			WP_198969681.1	BPSS1780 family membrane protein	282	JHD63_RS05185
NZ_JAELTO010000015.1	8877	11246		minus	3'-5' exonuclease			protein-coding			WP_198969682.1	3'-5' exonuclease	789	JHD63_RS05190
NZ_JAELTO010000015.1	11280	11950		plus	uncharacterized gene			pseudogene						JHD63_RS05195
NZ_JAELTO010000015.1	12109	12810		plus	hypothetical protein			protein-coding			WP_233167660.1	hypothetical protein	233	JHD63_RS05200
NZ_JAELTO010000015.1	13049	14026		plus	GMP reductase			protein-coding			WP_198969683.1	GMP reductase	325	JHD63_RS05205
NZ_JAELTO010000015.1	14131	14206		plus	tRNA-Ala			tRNA						JHD63_RS05210
NZ_JAELTO010000015.1	14235	14310		plus	tRNA-Lys			tRNA						JHD63_RS05215
NZ_JAELTO010000015.1	14372	15607		plus	multidrug effflux MFS transporter			protein-coding			WP_198969684.1	multidrug effflux MFS transporter	411	JHD63_RS05220
NZ_JAELTO010000015.1	15714	17147		minus	uncharacterized gene			pseudogene						JHD63_RS05225
NZ_JAELTO010000015.1	17307	19190		minus	DEAD/DEAH box helicase			protein-coding			WP_198969686.1	DEAD/DEAH box helicase	627	JHD63_RS05230
NZ_JAELTO010000015.1	19461	20060		minus	oligoribonuclease	orn		protein-coding			WP_198969687.1	oligoribonuclease	199	JHD63_RS05235
NZ_JAELTO010000015.1	20099	21400		plus	M48 family metallopeptidase			protein-coding			WP_198969688.1	M48 family metallopeptidase	433	JHD63_RS05240
NZ_JAELTO010000015.1	21397	21732		plus	4a-hydroxytetrahydrobiopterin dehydratase			protein-coding			WP_198969689.1	4a-hydroxytetrahydrobiopterin dehydratase	111	JHD63_RS05245
NZ_JAELTO010000015.1	21912	22847		plus	ribosome small subunit-dependent GTPase A	rsgA		protein-coding			WP_198969690.1	ribosome small subunit-dependent GTPase A	311	JHD63_RS05250
NZ_JAELTO010000015.1	22841	23953		minus	histidinol-phosphate transaminase	hisC		protein-coding			WP_198969691.1	histidinol-phosphate transaminase	370	JHD63_RS05255
NZ_JAELTO010000015.1	24006	24989		minus	CobD/CbiB family protein			protein-coding			WP_198969692.1	CobD/CbiB family protein	327	JHD63_RS05260
NZ_JAELTO010000015.1	25103	25783		minus	CoA pyrophosphatase			protein-coding			WP_198969724.1	CoA pyrophosphatase	226	JHD63_RS05265
NZ_JAELTO010000015.1	25900	26292		minus	50S ribosomal protein L19	rplS		protein-coding			WP_198969693.1	50S ribosomal protein L19	130	JHD63_RS05270
NZ_JAELTO010000015.1	26402	27121		minus	tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		protein-coding			WP_233167662.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	239	JHD63_RS05275
NZ_JAELTO010000015.1	27121	27684		minus	ribosome maturation factor RimM	rimM		protein-coding			WP_198969694.1	ribosome maturation factor RimM	187	JHD63_RS05280
NZ_JAELTO010000015.1	27728	28006		minus	30S ribosomal protein S16	rpsP		protein-coding			WP_198969695.1	30S ribosomal protein S16	92	JHD63_RS05285
NZ_JAELTO010000015.1	28134	28658		plus	GNAT family N-acetyltransferase			protein-coding			WP_198969696.1	GNAT family N-acetyltransferase	174	JHD63_RS05290
NZ_JAELTO010000015.1	28690	29136		plus	hypothetical protein			protein-coding			WP_198969697.1	hypothetical protein	148	JHD63_RS05295
NZ_JAELTO010000015.1	29164	30174		minus	inorganic phosphate transporter			protein-coding			WP_198969698.1	inorganic phosphate transporter	336	JHD63_RS05300
NZ_JAELTO010000015.1	30194	30841		minus	DUF47 domain-containing protein			protein-coding			WP_198969699.1	DUF47 domain-containing protein	215	JHD63_RS05305
NZ_JAELTO010000015.1	31081	31689		plus	outer membrane beta-barrel protein			protein-coding			WP_198969700.1	outer membrane beta-barrel protein	202	JHD63_RS05310
NZ_JAELTO010000015.1	31711	32472		minus	ABC transporter ATP-binding protein			protein-coding			WP_233167664.1	ABC transporter ATP-binding protein	253	JHD63_RS05315
NZ_JAELTO010000015.1	32611	33381		minus	ABC transporter ATP-binding protein			protein-coding			WP_198969701.1	ABC transporter ATP-binding protein	256	JHD63_RS05320
NZ_JAELTO010000015.1	33395	34570		minus	ABC transporter ATP-binding protein			protein-coding			WP_198969702.1	ABC transporter ATP-binding protein	391	JHD63_RS05325
NZ_JAELTO010000015.1	34584	35513		minus	branched-chain amino acid ABC transporter permease			protein-coding			WP_198969703.1	branched-chain amino acid ABC transporter permease	309	JHD63_RS05330
NZ_JAELTO010000015.1	35739	37052		minus	replication-associated recombination protein A			protein-coding			WP_198969704.1	replication-associated recombination protein A	437	JHD63_RS05335
NZ_JAELTO010000015.1	37207	37605		plus	hypothetical protein			protein-coding			WP_233167666.1	hypothetical protein	132	JHD63_RS05340
NZ_JAELTO010000015.1	37777	38442		minus	outer membrane lipoprotein chaperone LolA	lolA		protein-coding			WP_198969705.1	outer membrane lipoprotein chaperone LolA	221	JHD63_RS05345
NZ_JAELTO010000015.1	38480	40819		minus	DNA translocase FtsK			protein-coding			WP_198969706.1	DNA translocase FtsK	779	JHD63_RS05350
NZ_JAELTO010000015.1	40857	41558		minus	Crp/Fnr family transcriptional regulator			protein-coding			WP_198969707.1	Crp/Fnr family transcriptional regulator	233	JHD63_RS05355
NZ_JAELTO010000015.1	41742	42698		plus	thioredoxin-disulfide reductase	trxB		protein-coding			WP_198969708.1	thioredoxin-disulfide reductase	318	JHD63_RS05360
NZ_JAELTO010000015.1	42893	43126		plus	50S ribosomal protein L28	rpmB		protein-coding			WP_087496789.1	50S ribosomal protein L28	77	JHD63_RS05365
NZ_JAELTO010000015.1	43144	43314		plus	50S ribosomal protein L33	rpmG		protein-coding			WP_198969709.1	50S ribosomal protein L33	56	JHD63_RS05370
NZ_JAELTO010000015.1	43379	44863		minus	PLP-dependent aminotransferase family protein			protein-coding			WP_233167667.1	PLP-dependent aminotransferase family protein	494	JHD63_RS05375
NZ_JAELTO010000015.1	44862	45416		plus	hypothetical protein			protein-coding			WP_198969710.1	hypothetical protein	184	JHD63_RS05380
NZ_JAELTO010000015.1	45367	45615		minus	translation initiation factor IF-1	infA		protein-coding			WP_198969711.1	translation initiation factor IF-1	82	JHD63_RS05385
NZ_JAELTO010000015.1	45743	45973		plus	hypothetical protein			protein-coding			WP_198969712.1	hypothetical protein	76	JHD63_RS05390
NZ_JAELTO010000015.1	45991	47205		minus	fatty acid desaturase			protein-coding			WP_198969713.1	fatty acid desaturase	404	JHD63_RS05395
NZ_JAELTO010000015.1	47338	48612		minus	RsmB/NOP family class I SAM-dependent RNA methyltransferase			protein-coding			WP_198969714.1	RsmB/NOP family class I SAM-dependent RNA methyltransferase	424	JHD63_RS05400
NZ_JAELTO010000015.1	48635	48877		plus	DUF1653 domain-containing protein			protein-coding			WP_198969715.1	DUF1653 domain-containing protein	80	JHD63_RS05405
NZ_JAELTO010000015.1	48894	49916		minus	ATP-binding protein			protein-coding			WP_198969716.1	ATP-binding protein	340	JHD63_RS05410
NZ_JAELTO010000015.1	49938	50651		minus	response regulator transcription factor			protein-coding			WP_198969717.1	response regulator transcription factor	237	JHD63_RS05415
NZ_JAELTO010000015.1	50849	51436		minus	phosphoribosylglycinamide formyltransferase	purN		protein-coding			WP_198969718.1	phosphoribosylglycinamide formyltransferase	195	JHD63_RS05420
NZ_JAELTO010000015.1	51450	52091		plus	YceH family protein			protein-coding			WP_198969719.1	YceH family protein	213	JHD63_RS05425
NZ_JAELTO010000015.1	52161	53342		plus	acyl-CoA dehydrogenase family protein			protein-coding			WP_198969720.1	acyl-CoA dehydrogenase family protein	393	JHD63_RS05430
NZ_JAELTO010000015.1	53443	54558		plus	acyl-CoA dehydrogenase family protein			protein-coding			WP_198969721.1	acyl-CoA dehydrogenase family protein	371	JHD63_RS05435
NZ_JAELTO010000015.1	54627	55178		minus	DUF3617 family protein			protein-coding			WP_255519251.1	DUF3617 family protein	183	JHD63_RS05440
NZ_JAELTO010000015.1	55175	55541		minus	uncharacterized gene			pseudogene						JHD63_RS05445
NZ_JAELTO010000016.1	58	858		plus	cell envelope integrity protein TolA	tolA		protein-coding			WP_198969729.1	cell envelope integrity protein TolA	266	JHD63_RS05450
NZ_JAELTO010000016.1	1052	3637		minus	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	acnB		protein-coding			WP_198969730.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	861	JHD63_RS05455
NZ_JAELTO010000016.1	3736	4356		minus	hypothetical protein			protein-coding			WP_198969731.1	hypothetical protein	206	JHD63_RS05460
NZ_JAELTO010000016.1	4353	5411		minus	aldolase/citrate lyase family protein			protein-coding			WP_198969732.1	aldolase/citrate lyase family protein	352	JHD63_RS05465
NZ_JAELTO010000016.1	5408	6184		minus	trans-aconitate 2-methyltransferase	tam		protein-coding			WP_198969733.1	trans-aconitate 2-methyltransferase	258	JHD63_RS05470
NZ_JAELTO010000016.1	6198	7184		minus	malate dehydrogenase			protein-coding			WP_198969734.1	malate dehydrogenase	328	JHD63_RS05475
NZ_JAELTO010000016.1	7417	8205		plus	GntR family transcriptional regulator			protein-coding			WP_233167674.1	GntR family transcriptional regulator	262	JHD63_RS05480
NZ_JAELTO010000016.1	8353	8787		plus	succinate dehydrogenase, cytochrome b556 subunit	sdhC		protein-coding			WP_198969736.1	succinate dehydrogenase, cytochrome b556 subunit	144	JHD63_RS05485
NZ_JAELTO010000016.1	8807	9172		plus	succinate dehydrogenase, hydrophobic membrane anchor protein	sdhD		protein-coding			WP_198969737.1	succinate dehydrogenase, hydrophobic membrane anchor protein	121	JHD63_RS05490
NZ_JAELTO010000016.1	9178	10986		plus	succinate dehydrogenase flavoprotein subunit	sdhA		protein-coding			WP_198969738.1	succinate dehydrogenase flavoprotein subunit	602	JHD63_RS05495
NZ_JAELTO010000016.1	11021	11725		plus	succinate dehydrogenase iron-sulfur subunit			protein-coding			WP_198969739.1	succinate dehydrogenase iron-sulfur subunit	234	JHD63_RS05500
NZ_JAELTO010000016.1	11731	12003		plus	succinate dehydrogenase assembly factor 2			protein-coding			WP_198969740.1	succinate dehydrogenase assembly factor 2	90	JHD63_RS05505
NZ_JAELTO010000016.1	12082	13392		plus	citrate synthase			protein-coding			WP_198969741.1	citrate synthase	436	JHD63_RS05510
NZ_JAELTO010000016.1	13615	14721		plus	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase			protein-coding			WP_198969742.1	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	368	JHD63_RS05515
NZ_JAELTO010000016.1	14841	15755		plus	alpha/beta hydrolase			protein-coding			WP_198969743.1	alpha/beta hydrolase	304	JHD63_RS05520
NZ_JAELTO010000016.1	15763	16623		plus	S-formylglutathione hydrolase	fghA		protein-coding			WP_198969744.1	S-formylglutathione hydrolase	286	JHD63_RS05525
NZ_JAELTO010000016.1	16737	19583		minus	phosphoenolpyruvate carboxylase	ppc		protein-coding			WP_198969745.1	phosphoenolpyruvate carboxylase	948	JHD63_RS05530
NZ_JAELTO010000016.1	19673	20587		plus	hydroxymethylbilane synthase	hemC		protein-coding			WP_198969746.1	hydroxymethylbilane synthase	304	JHD63_RS05535
NZ_JAELTO010000016.1	20615	21403		plus	uroporphyrinogen-III synthase			protein-coding			WP_198969747.1	uroporphyrinogen-III synthase	262	JHD63_RS05540
NZ_JAELTO010000016.1	21456	22559		plus	uroporphyrinogen-III C-methyltransferase			protein-coding			WP_198969748.1	uroporphyrinogen-III C-methyltransferase	367	JHD63_RS05545
NZ_JAELTO010000016.1	22564	23841		plus	heme biosynthesis HemY N-terminal domain-containing protein			protein-coding			WP_198969749.1	heme biosynthesis HemY N-terminal domain-containing protein	425	JHD63_RS05550
NZ_JAELTO010000016.1	24003	24647		plus	VOC family protein			protein-coding			WP_198969750.1	VOC family protein	214	JHD63_RS05555
NZ_JAELTO010000016.1	24853	27747		plus	valine--tRNA ligase			protein-coding			WP_198969751.1	valine--tRNA ligase	964	JHD63_RS05560
NZ_JAELTO010000016.1	28236	29117		plus	UTP--glucose-1-phosphate uridylyltransferase GalU	galU		protein-coding			WP_198969752.1	UTP--glucose-1-phosphate uridylyltransferase GalU	293	JHD63_RS05565
NZ_JAELTO010000016.1	29151	29378		minus	sulfurtransferase TusA family protein			protein-coding			WP_198969753.1	sulfurtransferase TusA family protein	75	JHD63_RS05570
NZ_JAELTO010000016.1	29392	29940		minus	NUDIX hydrolase			protein-coding			WP_198969754.1	NUDIX hydrolase	182	JHD63_RS05575
NZ_JAELTO010000016.1	30005	30907		minus	cysteine synthase CysM	cysM		protein-coding			WP_198969755.1	cysteine synthase CysM	300	JHD63_RS05580
NZ_JAELTO010000016.1	30946	31030		plus	tRNA-Leu			tRNA						JHD63_RS05585
NZ_JAELTO010000016.1	31312	32070		plus	3-hydroxyacyl-CoA dehydrogenase			protein-coding			WP_198969756.1	3-hydroxyacyl-CoA dehydrogenase	252	JHD63_RS05590
NZ_JAELTO010000016.1	32195	32830		plus	hypothetical protein			protein-coding			WP_198969757.1	hypothetical protein	211	JHD63_RS05595
NZ_JAELTO010000016.1	32903	33949		plus	YihY/virulence factor BrkB family protein			protein-coding			WP_198969758.1	YihY/virulence factor BrkB family protein	348	JHD63_RS05600
NZ_JAELTO010000016.1	33946	34362		minus	DUF2177 family protein			protein-coding			WP_198969759.1	DUF2177 family protein	138	JHD63_RS05605
NZ_JAELTO010000016.1	34409	35314		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_198969760.1	LysR substrate-binding domain-containing protein	301	JHD63_RS05610
NZ_JAELTO010000016.1	35482	36687		plus	acyl-CoA dehydrogenase			protein-coding			WP_198969761.1	acyl-CoA dehydrogenase	401	JHD63_RS05615
NZ_JAELTO010000016.1	36799	38043		plus	CaiB/BaiF CoA-transferase family protein			protein-coding			WP_198969762.1	CaiB/BaiF CoA-transferase family protein	414	JHD63_RS05620
NZ_JAELTO010000016.1	38100	39044		minus	sugar nucleotide-binding protein			protein-coding			WP_198969763.1	sugar nucleotide-binding protein	314	JHD63_RS05625
NZ_JAELTO010000016.1	39091	40131		plus	CDP-6-deoxy-delta-3,4-glucoseen reductase			protein-coding			WP_198969764.1	CDP-6-deoxy-delta-3,4-glucoseen reductase	346	JHD63_RS05630
NZ_JAELTO010000016.1	40226	40438		minus	hypothetical protein			protein-coding			WP_198969765.1	hypothetical protein	70	JHD63_RS05635
NZ_JAELTO010000016.1	40582	41550		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198969766.1	tripartite tricarboxylate transporter substrate binding protein	322	JHD63_RS05640
NZ_JAELTO010000016.1	41573	42226		minus	glycosyltransferase			protein-coding			WP_198969767.1	glycosyltransferase	217	JHD63_RS05645
NZ_JAELTO010000016.1	42223	42864		minus	methyltransferase domain-containing protein			protein-coding			WP_198969768.1	methyltransferase domain-containing protein	213	JHD63_RS05650
